,First,Second,Fontsize,Tracking,Distance,
,z,w,64,-32,36.0,
,z,k,70,28,36.0,
,z,v,70,28,36.0,
,b,z,72,20,35.5,
,z,g,72,20,35.5,
,z,q,72,20,35.5,
,m,z,56,20,35.5,
,z,g,70,24,35.5,
,h,z,70,24,35.5,
,z,n,70,24,35.5,
,z,o,70,24,35.5,
,o,z,70,24,35.5,
,u,z,70,24,35.5,
,h,z,66,40,35.5,
,z,n,66,40,35.5,
,n,z,66,40,35.5,
,z,u,66,40,35.5,
,e,z,70,32,35.5,
,z,g,70,32,35.5,
,o,z,70,32,35.5,
,z,y,70,32,35.5,
,z,w,56,36,35.5,
,w,z,56,36,35.5,
,z,w,60,-20,35.5,
,z,e,72,36,35.5,
,e,z,72,36,35.5,
,y,z,72,36,35.5,
,z,q,72,32,35.5,
,z,w,56,32,35.5,
,z,g,70,36,35.5,
,o,z,70,36,35.5,
,z,y,70,36,35.5,
,z,w,62,-40,35.5,
,z,m,52,40,35.5,
,z,g,70,20,35.5,
,h,z,70,20,35.5,
,z,n,70,20,35.5,
,n,z,70,20,35.5,
,z,o,70,20,35.5,
,o,z,70,20,35.5,
,z,u,70,20,35.5,
,u,z,70,20,35.5,
,z,w,56,24,35.5,
,z,b,64,40,35.5,
,g,z,64,40,35.5,
,z,p,64,40,35.5,
,b,z,72,24,35.5,
,e,z,72,24,35.5,
,z,g,72,24,35.5,
,z,q,72,24,35.5,
,z,y,72,24,35.5,
,a,z,68,40,35.5,
,z,g,68,40,35.5,
,z,n,68,40,35.5,
,z,o,68,40,35.5,
,o,z,68,40,35.5,
,u,z,68,40,35.5,
,g,z,66,36,35.5,
,z,h,66,36,35.5,
,z,o,66,36,35.5,
,m,z,58,-28,35.5,
,d,z,72,-24,35.5,
,z,p,72,-24,35.5,
,q,z,72,-24,35.5,
,z,m,60,-40,35.5,
,z,b,64,32,35.5,
,z,p,64,32,35.5,
,h,z,68,32,35.5,
,z,n,68,32,35.5,
,n,z,68,32,35.5,
,z,o,68,32,35.5,
,z,u,68,32,35.5,
,u,z,68,32,35.5,
,z,e,72,40,35.5,
,g,z,68,24,35.5,
,z,h,68,24,35.5,
,z,n,68,24,35.5,
,z,o,68,24,35.5,
,z,u,68,24,35.5,
,z,w,56,40,35.5,
,w,z,56,40,35.5,
,z,w,62,-32,35.5,
,d,z,72,-32,35.5,
,z,p,72,-32,35.5,
,z,m,58,-16,35.5,
,m,z,58,-16,35.5,
,z,b,66,20,35.5,
,g,z,66,24,35.5,
,g,z,70,8,35.5,
,z,h,70,8,35.5,
,n,z,70,8,35.5,
,z,u,70,8,35.5,
,m,z,58,-12,35.5,
,z,w,62,-36,35.5,
,e,z,70,40,35.5,
,z,g,68,36,35.5,
,h,z,68,36,35.5,
,z,n,68,36,35.5,
,z,o,68,36,35.5,
,u,z,68,36,35.5,
,m,z,56,8,35.5,
,z,h,72,-4,35.5,
,n,z,72,-4,35.5,
,z,b,64,36,35.5,
,w,z,66,-28,35.5,
,m,z,56,-4,35.5,
,g,z,72,-20,35.5,
,q,z,72,-20,35.5,
,z,b,66,32,35.5,
,g,z,66,32,35.5,
,z,n,66,32,35.5,
,z,u,66,32,35.5,
,g,z,68,12,35.5,
,z,m,56,4,35.5,
,m,z,56,4,35.5,
,g,z,72,-8,35.5,
,z,h,72,-8,35.5,
,z,m,56,-8,35.5,
,h,z,72,4,35.5,
,z,n,72,4,35.5,
,z,b,66,28,35.5,
,z,u,70,4,35.5,
,d,o,58,-36,35.5,
,w,z,62,-12,35.5,
,z,h,68,28,35.5,
,h,z,68,28,35.5,
,z,n,68,28,35.5,
,n,z,68,28,35.5,
,z,u,68,28,35.5,
,w,z,62,-16,35.5,
,g,z,72,-16,35.5,
,z,p,72,-16,35.5,
,g,z,70,0,35.5,
,w,z,62,-8,35.5,
,z,m,58,-24,35.5,
,m,z,58,-24,35.5,
,z,h,72,0,35.5,
,z,n,72,0,35.5,
,n,z,72,0,35.5,
,d,z,72,-28,35.5,
,g,z,70,-8,35.5,
,z,m,58,-8,35.5,
,z,m,56,0,35.5,
,g,z,68,16,35.5,
,z,w,56,28,35.5,
,g,z,68,4,35.5,
,b,z,72,28,35.5,
,e,z,72,28,35.5,
,b,z,72,16,35.5,
,z,d,72,16,35.5,
,z,o,72,16,35.5,
,z,q,72,16,35.5,
,z,h,70,12,35.5,
,z,n,70,12,35.5,
,z,o,70,12,35.5,
,z,u,70,12,35.5,
,l,o,58,-40,35.5,
,z,h,70,16,35.5,
,h,z,70,16,35.5,
,z,n,70,16,35.5,
,n,z,70,16,35.5,
,z,u,70,16,35.5,
,u,z,70,16,35.5,
,m,z,56,12,35.5,
,z,m,56,-12,35.5,
,b,z,72,12,35.5,
,z,d,72,12,35.5,
,z,o,72,12,35.5,
,z,h,70,28,35.5,
,z,o,70,28,35.5,
,o,z,70,28,35.5,
,u,z,70,28,35.5,
,z,y,70,28,35.5,
,a,z,72,20,35.0,
,z,m,54,24,35.0,
,a,z,70,24,35.0,
,b,z,70,24,35.0,
,p,z,70,24,35.0,
,z,v,70,24,35.0,
,z,k,66,40,35.0,
,a,z,70,32,35.0,
,z,q,70,32,35.0,
,w,z,58,32,35.0,
,z,p,70,-20,35.0,
,z,b,68,-4,35.0,
,z,p,68,-4,35.0,
,z,w,64,-28,35.0,
,m,z,54,32,35.0,
,v,z,72,36,35.0,
,x,z,72,36,35.0,
,v,z,72,32,35.0,
,x,z,72,32,35.0,
,z,b,70,-24,35.0,
,z,p,70,-24,35.0,
,a,z,70,36,35.0,
,p,z,70,36,35.0,
,v,z,70,36,35.0,
,z,p,66,4,35.0,
,w,z,60,0,35.0,
,z,d,70,20,35.0,
,z,k,70,20,35.0,
,p,z,70,20,35.0,
,z,q,70,20,35.0,
,z,v,70,20,35.0,
,w,z,58,20,35.0,
,d,z,64,40,35.0,
,q,z,64,40,35.0,
,z,b,68,8,35.0,
,d,z,68,8,35.0,
,z,p,68,8,35.0,
,q,z,68,8,35.0,
,z,m,54,20,35.0,
,m,z,54,20,35.0,
,z,d,68,40,35.0,
,p,z,68,40,35.0,
,z,q,68,40,35.0,
,z,v,68,40,35.0,
,d,z,66,36,35.0,
,z,k,66,36,35.0,
,z,b,72,-24,35.0,
,z,h,72,-24,35.0,
,z,b,70,-4,35.0,
,d,z,70,-4,35.0,
,q,z,70,-4,35.0,
,m,z,52,32,35.0,
,l,z,60,-40,35.0,
,z,w,58,-4,35.0,
,b,z,68,32,35.0,
,z,d,68,32,35.0,
,z,k,68,32,35.0,
,p,z,68,32,35.0,
,z,x,72,40,35.0,
,y,z,72,40,35.0,
,z,v,68,24,35.0,
,z,w,58,0,35.0,
,d,z,66,20,35.0,
,q,z,66,20,35.0,
,z,w,58,4,35.0,
,d,z,66,24,35.0,
,z,w,58,-12,35.0,
,d,z,62,40,35.0,
,z,b,72,-36,35.0,
,v,z,70,40,35.0,
,z,m,54,8,35.0,
,z,k,68,20,35.0,
,b,z,68,36,35.0,
,z,d,68,36,35.0,
,p,z,68,36,35.0,
,z,q,68,36,35.0,
,z,v,68,36,35.0,
,z,k,72,-4,35.0,
,w,z,60,-4,35.0,
,z,d,72,8,35.0,
,h,z,72,8,35.0,
,z,k,72,8,35.0,
,n,z,72,8,35.0,
,o,z,72,8,35.0,
,p,z,72,8,35.0,
,z,u,72,8,35.0,
,z,v,72,8,35.0,
,z,y,72,8,35.0,
,u,z,72,-20,35.0,
,d,z,66,32,35.0,
,z,k,66,32,35.0,
,q,z,66,32,35.0,
,d,z,68,12,35.0,
,z,p,68,12,35.0,
,q,z,68,12,35.0,
,z,n,72,-8,35.0,
,z,o,72,-8,35.0,
,u,z,72,-8,35.0,
,b,z,72,4,35.0,
,z,g,72,4,35.0,
,z,k,72,4,35.0,
,z,o,72,4,35.0,
,u,z,72,4,35.0,
,z,v,72,4,35.0,
,z,y,72,4,35.0,
,d,z,66,28,35.0,
,q,z,66,28,35.0,
,z,k,70,4,35.0,
,q,z,70,4,35.0,
,z,o,72,-12,35.0,
,u,z,72,-12,35.0,
,v,z,30,-40,35.0,
,m,z,54,4,35.0,
,z,k,68,28,35.0,
,z,q,68,28,35.0,
,z,v,68,28,35.0,
,z,b,72,-16,35.0,
,q,z,72,-16,35.0,
,d,z,70,0,35.0,
,q,z,70,0,35.0,
,z,p,66,12,35.0,
,z,g,72,0,35.0,
,h,z,72,0,35.0,
,z,k,72,0,35.0,
,z,q,72,0,35.0,
,z,u,72,0,35.0,
,z,b,72,-28,35.0,
,q,z,72,-28,35.0,
,d,z,70,-8,35.0,
,z,p,70,-8,35.0,
,q,z,70,-8,35.0,
,z,w,58,-8,35.0,
,d,z,68,16,35.0,
,q,z,68,16,35.0,
,z,b,70,-16,35.0,
,z,w,60,-16,35.0,
,z,p,68,4,35.0,
,v,z,72,28,35.0,
,a,z,72,16,35.0,
,o,z,72,16,35.0,
,z,p,68,-12,35.0,
,z,m,54,12,35.0,
,z,w,60,-28,35.0,
,z,d,70,12,35.0,
,z,k,70,12,35.0,
,z,q,70,12,35.0,
,z,v,70,12,35.0,
,z,p,66,8,35.0,
,b,z,70,16,35.0,
,z,q,70,16,35.0,
,z,v,70,16,35.0,
,w,z,58,16,35.0,
,z,b,68,-8,35.0,
,z,p,68,-8,35.0,
,z,m,54,16,35.0,
,m,z,54,16,35.0,
,a,z,72,12,35.0,
,o,z,72,12,35.0,
,z,q,72,12,35.0,
,z,v,72,12,35.0,
,m,z,54,28,35.0,
,z,b,68,0,35.0,
,z,p,68,0,35.0,
,z,w,60,-12,35.0,
,z,b,70,-12,35.0,
,d,z,70,-12,35.0,
,z,p,70,-12,35.0,
,w,z,58,28,35.0,
,a,z,70,28,35.0,
,b,z,70,28,35.0,
,z,d,70,28,35.0,
,p,z,70,28,35.0,
,z,q,70,28,35.0,
,w,z,60,8,35.0,
,z,e,72,20,34.5,
,e,z,72,20,34.5,
,m,z,50,40,34.5,
,z,m,56,-20,34.5,
,z,w,56,20,34.5,
,e,z,70,24,34.5,
,z,y,70,24,34.5,
,z,g,66,40,34.5,
,z,h,66,40,34.5,
,z,o,66,40,34.5,
,u,z,66,40,34.5,
,z,y,66,40,34.5,
,z,p,62,32,34.5,
,g,z,70,-20,34.5,
,g,z,68,-4,34.5,
,z,w,54,32,34.5,
,z,c,72,36,34.5,
,z,c,72,32,34.5,
,z,e,72,32,34.5,
,y,z,72,32,34.5,
,z,w,54,36,34.5,
,w,z,56,32,34.5,
,z,e,70,36,34.5,
,e,z,70,36,34.5,
,y,z,70,36,34.5,
,z,b,72,-40,34.5,
,d,z,72,-40,34.5,
,t,g,72,-40,34.5,
,z,b,66,4,34.5,
,z,p,62,36,34.5,
,m,z,52,40,34.5,
,z,y,70,20,34.5,
,z,o,64,40,34.5,
,m,z,56,-24,34.5,
,f,t,60,-32,34.5,
,v,z,60,-32,34.5,
,g,z,68,8,34.5,
,z,h,68,8,34.5,
,z,n,68,8,34.5,
,z,u,68,8,34.5,
,z,w,54,20,34.5,
,z,e,72,24,34.5,
,z,x,72,24,34.5,
,y,z,72,24,34.5,
,z,e,68,40,34.5,
,e,z,68,40,34.5,
,z,y,68,40,34.5,
,z,g,66,36,34.5,
,h,z,66,36,34.5,
,z,n,66,36,34.5,
,n,z,66,36,34.5,
,z,u,66,36,34.5,
,u,z,66,36,34.5,
,z,m,58,-28,34.5,
,g,z,70,-4,34.5,
,z,h,70,-4,34.5,
,h,z,70,-4,34.5,
,n,z,70,-4,34.5,
,u,z,70,-4,34.5,
,g,z,64,32,34.5,
,m,z,50,36,34.5,
,a,z,68,32,34.5,
,e,z,68,32,34.5,
,z,g,68,32,34.5,
,o,z,68,32,34.5,
,z,y,68,32,34.5,
,z,c,72,40,34.5,
,x,z,72,40,34.5,
,a,z,68,24,34.5,
,z,g,68,24,34.5,
,h,z,68,24,34.5,
,n,z,68,24,34.5,
,u,z,68,24,34.5,
,z,b,64,24,34.5,
,z,p,64,24,34.5,
,z,m,52,24,34.5,
,q,z,72,-32,34.5,
,g,z,66,20,34.5,
,z,h,66,20,34.5,
,z,n,66,20,34.5,
,z,u,66,20,34.5,
,z,b,66,24,34.5,
,z,h,66,24,34.5,
,z,n,66,24,34.5,
,z,u,66,24,34.5,
,z,g,70,8,34.5,
,h,z,70,8,34.5,
,z,n,70,8,34.5,
,z,o,70,8,34.5,
,u,z,70,8,34.5,
,z,p,62,40,34.5,
,d,z,72,-36,34.5,
,o,z,72,-36,34.5,
,z,q,72,-36,34.5,
,z,e,70,40,34.5,
,y,z,70,40,34.5,
,z,b,64,20,34.5,
,z,p,64,20,34.5,
,z,w,54,40,34.5,
,z,h,68,20,34.5,
,h,z,68,20,34.5,
,z,n,68,20,34.5,
,n,z,68,20,34.5,
,z,o,68,20,34.5,
,z,u,68,20,34.5,
,u,z,68,20,34.5,
,a,z,68,36,34.5,
,o,z,68,36,34.5,
,z,y,68,36,34.5,
,z,n,72,-4,34.5,
,z,o,72,-4,34.5,
,g,z,64,36,34.5,
,z,o,64,36,34.5,
,z,p,64,36,34.5,
,z,m,56,-4,34.5,
,z,m,52,36,34.5,
,m,z,52,36,34.5,
,b,z,72,8,34.5,
,z,q,72,8,34.5,
,z,h,72,-20,34.5,
,n,z,72,-20,34.5,
,b,z,66,32,34.5,
,z,g,66,32,34.5,
,z,h,66,32,34.5,
,h,z,66,32,34.5,
,z,o,66,32,34.5,
,z,h,68,12,34.5,
,z,n,68,12,34.5,
,z,o,68,12,34.5,
,u,z,68,12,34.5,
,z,w,56,4,34.5,
,h,z,72,-8,34.5,
,z,u,72,-8,34.5,
,f,t,64,-40,34.5,
,m,z,56,-8,34.5,
,z,d,72,4,34.5,
,z,q,72,4,34.5,
,z,m,58,-20,34.5,
,z,b,66,16,34.5,
,g,z,66,16,34.5,
,z,u,66,16,34.5,
,z,g,66,28,34.5,
,g,z,66,28,34.5,
,z,h,66,28,34.5,
,h,z,66,28,34.5,
,z,n,66,28,34.5,
,z,o,66,28,34.5,
,z,u,66,28,34.5,
,z,h,70,4,34.5,
,h,z,70,4,34.5,
,z,n,70,4,34.5,
,n,z,70,4,34.5,
,z,o,70,4,34.5,
,z,m,58,-36,34.5,
,m,z,58,-36,34.5,
,z,h,72,-12,34.5,
,h,z,72,-12,34.5,
,z,n,72,-12,34.5,
,a,z,68,28,34.5,
,z,g,68,28,34.5,
,z,o,68,28,34.5,
,o,z,68,28,34.5,
,u,z,68,28,34.5,
,z,b,64,28,34.5,
,g,z,64,28,34.5,
,z,p,64,28,34.5,
,z,h,72,-16,34.5,
,z,n,72,-16,34.5,
,n,z,72,-16,34.5,
,z,u,72,-16,34.5,
,z,m,58,-32,34.5,
,m,z,58,-32,34.5,
,z,h,70,0,34.5,
,h,z,70,0,34.5,
,z,n,70,0,34.5,
,n,z,70,0,34.5,
,z,u,70,0,34.5,
,u,z,70,0,34.5,
,z,b,66,12,34.5,
,g,z,66,12,34.5,
,z,o,72,0,34.5,
,z,p,72,-28,34.5,
,z,p,64,16,34.5,
,m,z,56,0,34.5,
,z,w,56,0,34.5,
,z,h,68,16,34.5,
,h,z,68,16,34.5,
,z,n,68,16,34.5,
,n,z,68,16,34.5,
,z,o,68,16,34.5,
,z,u,68,16,34.5,
,u,z,68,16,34.5,
,w,z,56,28,34.5,
,g,z,70,-16,34.5,
,z,n,68,4,34.5,
,z,u,68,4,34.5,
,z,c,72,28,34.5,
,z,e,72,28,34.5,
,y,z,72,28,34.5,
,e,z,72,16,34.5,
,z,y,72,16,34.5,
,g,z,68,-12,34.5,
,g,z,70,-28,34.5,
,z,m,56,-16,34.5,
,m,z,56,-16,34.5,
,z,w,56,16,34.5,
,z,g,70,12,34.5,
,h,z,70,12,34.5,
,n,z,70,12,34.5,
,u,z,70,12,34.5,
,z,y,70,12,34.5,
,z,m,58,-40,34.5,
,m,z,58,-40,34.5,
,e,z,70,16,34.5,
,z,g,70,16,34.5,
,z,o,70,16,34.5,
,o,z,70,16,34.5,
,z,y,70,16,34.5,
,z,w,56,12,34.5,
,m,z,56,-12,34.5,
,e,z,72,12,34.5,
,p,z,72,12,34.5,
,z,w,54,28,34.5,
,g,z,68,0,34.5,
,g,z,70,-12,34.5,
,e,z,70,28,34.5,
,z,g,70,28,34.5,
,v,z,72,20,34.0,
,y,z,72,20,34.0,
,z,b,68,-24,34.0,
,z,w,60,-36,34.0,
,z,b,70,-36,34.0,
,v,z,70,24,34.0,
,d,z,62,24,34.0,
,a,z,66,40,34.0,
,z,d,66,40,34.0,
,z,e,66,40,34.0,
,p,z,66,40,34.0,
,z,q,66,40,34.0,
,z,v,66,40,34.0,
,z,b,62,32,34.0,
,d,z,62,32,34.0,
,q,z,62,32,34.0,
,d,z,66,0,34.0,
,z,p,66,0,34.0,
,v,z,70,32,34.0,
,x,z,70,32,34.0,
,z,b,70,-20,34.0,
,d,z,70,-20,34.0,
,q,z,70,-20,34.0,
,d,z,68,-4,34.0,
,q,z,68,-4,34.0,
,z,f,64,-28,34.0,
,c,z,72,36,34.0,
,z,x,72,36,34.0,
,z,x,72,32,34.0,
,z,w,60,-24,34.0,
,d,z,70,-24,34.0,
,q,z,70,-24,34.0,
,x,z,70,36,34.0,
,d,z,66,4,34.0,
,q,z,66,4,34.0,
,z,b,62,36,34.0,
,d,z,62,36,34.0,
,q,z,62,36,34.0,
,z,p,66,-4,34.0,
,a,z,70,20,34.0,
,b,z,70,20,34.0,
,z,h,64,40,34.0,
,h,z,64,40,34.0,
,z,n,64,40,34.0,
,n,z,64,40,34.0,
,z,q,64,40,34.0,
,z,u,64,40,34.0,
,u,z,64,40,34.0,
,z,y,64,40,34.0,
,z,p,70,-32,34.0,
,z,k,68,8,34.0,
,v,z,72,24,34.0,
,x,z,72,24,34.0,
,z,p,68,-20,34.0,
,b,z,68,40,34.0,
,v,z,68,40,34.0,
,z,d,66,36,34.0,
,z,e,66,36,34.0,
,p,z,66,36,34.0,
,z,q,66,36,34.0,
,z,v,66,36,34.0,
,z,w,58,-28,34.0,
,g,z,72,-24,34.0,
,z,n,72,-24,34.0,
,z,o,72,-24,34.0,
,u,z,72,-24,34.0,
,w,z,62,-24,34.0,
,z,m,52,32,34.0,
,v,z,60,-40,34.0,
,d,z,64,32,34.0,
,h,z,64,32,34.0,
,z,n,64,32,34.0,
,q,z,64,32,34.0,
,z,u,64,32,34.0,
,z,m,54,-4,34.0,
,m,z,54,-4,34.0,
,z,q,68,32,34.0,
,z,v,68,32,34.0,
,c,z,72,40,34.0,
,b,z,68,24,34.0,
,z,d,68,24,34.0,
,z,k,68,24,34.0,
,p,z,68,24,34.0,
,z,q,68,24,34.0,
,d,z,60,40,34.0,
,d,z,64,24,34.0,
,q,z,64,24,34.0,
,z,w,46,-40,34.0,
,z,b,72,-32,34.0,
,g,z,72,-32,34.0,
,z,h,72,-32,34.0,
,z,w,58,-16,34.0,
,w,z,58,0,34.0,
,z,k,66,20,34.0,
,w,z,58,4,34.0,
,z,k,66,24,34.0,
,z,q,66,24,34.0,
,q,z,66,24,34.0,
,b,z,70,8,34.0,
,z,d,70,8,34.0,
,z,k,70,8,34.0,
,p,z,70,8,34.0,
,z,q,70,8,34.0,
,z,v,70,8,34.0,
,z,b,62,40,34.0,
,g,z,62,40,34.0,
,q,z,62,40,34.0,
,z,m,52,20,34.0,
,m,z,52,20,34.0,
,z,x,70,40,34.0,
,x,z,70,40,34.0,
,m,z,54,8,34.0,
,z,d,68,20,34.0,
,z,q,68,20,34.0,
,z,v,68,20,34.0,
,a,z,72,-4,34.0,
,b,z,72,-4,34.0,
,z,g,72,-4,34.0,
,h,z,72,-4,34.0,
,o,z,72,-4,34.0,
,p,z,72,-4,34.0,
,z,u,72,-4,34.0,
,z,v,72,-4,34.0,
,d,z,64,36,34.0,
,z,h,64,36,34.0,
,h,z,64,36,34.0,
,z,n,64,36,34.0,
,q,z,64,36,34.0,
,z,u,64,36,34.0,
,z,v,64,36,34.0,
,a,z,72,8,34.0,
,z,e,72,8,34.0,
,v,z,72,8,34.0,
,z,d,66,32,34.0,
,p,z,66,32,34.0,
,z,q,66,32,34.0,
,z,v,66,32,34.0,
,z,d,68,12,34.0,
,z,k,68,12,34.0,
,p,z,68,12,34.0,
,z,g,72,-8,34.0,
,n,z,72,-8,34.0,
,z,q,72,-8,34.0,
,z,v,72,-8,34.0,
,z,y,72,-8,34.0,
,w,z,60,-8,34.0,
,z,m,54,-12,34.0,
,a,z,72,4,34.0,
,e,z,72,4,34.0,
,o,z,72,4,34.0,
,p,z,72,4,34.0,
,z,w,58,-20,34.0,
,d,z,66,16,34.0,
,q,z,66,16,34.0,
,w,z,58,8,34.0,
,z,d,66,28,34.0,
,z,k,66,28,34.0,
,z,q,66,28,34.0,
,z,v,66,28,34.0,
,b,z,70,4,34.0,
,z,d,70,4,34.0,
,p,z,70,4,34.0,
,z,q,70,4,34.0,
,z,v,70,4,34.0,
,b,z,72,-12,34.0,
,z,g,72,-12,34.0,
,n,z,72,-12,34.0,
,z,u,72,-12,34.0,
,z,v,72,-12,34.0,
,z,m,54,4,34.0,
,b,z,68,28,34.0,
,z,d,68,28,34.0,
,p,z,68,28,34.0,
,z,m,54,0,34.0,
,m,z,54,0,34.0,
,d,z,64,28,34.0,
,n,z,64,28,34.0,
,q,z,64,28,34.0,
,z,m,52,28,34.0,
,m,z,52,28,34.0,
,b,z,72,-16,34.0,
,u,z,72,-16,34.0,
,z,v,72,-16,34.0,
,z,y,72,-16,34.0,
,z,d,70,0,34.0,
,z,k,70,0,34.0,
,z,q,70,0,34.0,
,z,v,70,0,34.0,
,d,z,66,12,34.0,
,q,z,66,12,34.0,
,z,w,58,-24,34.0,
,a,z,72,0,34.0,
,b,z,72,0,34.0,
,o,z,72,0,34.0,
,z,v,72,0,34.0,
,z,y,72,0,34.0,
,g,z,72,-28,34.0,
,z,h,72,-28,34.0,
,z,o,72,-28,34.0,
,u,z,72,-28,34.0,
,m,z,54,-16,34.0,
,m,z,52,16,34.0,
,z,m,54,-8,34.0,
,b,z,68,16,34.0,
,z,d,68,16,34.0,
,z,k,68,16,34.0,
,z,q,68,16,34.0,
,z,v,68,16,34.0,
,d,z,70,-16,34.0,
,z,p,70,-16,34.0,
,q,z,70,-16,34.0,
,d,z,68,4,34.0,
,q,z,68,4,34.0,
,z,x,72,28,34.0,
,x,z,72,16,34.0,
,z,b,68,-12,34.0,
,d,z,68,-12,34.0,
,m,z,54,12,34.0,
,z,b,70,-28,34.0,
,z,p,70,-28,34.0,
,w,z,58,12,34.0,
,a,z,70,12,34.0,
,b,z,70,12,34.0,
,p,z,70,12,34.0,
,q,z,66,8,34.0,
,a,z,70,16,34.0,
,z,d,70,16,34.0,
,p,z,70,16,34.0,
,d,z,68,-8,34.0,
,q,z,68,-8,34.0,
,z,w,52,-32,34.0,
,v,z,72,12,34.0,
,z,b,68,-16,34.0,
,d,z,68,-16,34.0,
,z,p,68,-16,34.0,
,d,z,68,0,34.0,
,q,z,68,0,34.0,
,w,z,60,-12,34.0,
,q,z,70,-12,34.0,
,v,z,70,28,34.0,
,d,z,62,28,34.0,
,x,z,72,20,33.5,
,z,w,54,24,33.5,
,m,z,56,-20,33.5,
,z,w,56,-20,33.5,
,w,z,56,20,33.5,
,z,e,70,24,33.5,
,y,z,70,24,33.5,
,g,z,62,24,33.5,
,z,p,62,24,33.5,
,b,z,66,40,33.5,
,o,z,66,40,33.5,
,g,z,62,32,33.5,
,n,z,62,32,33.5,
,u,z,62,32,33.5,
,z,b,66,0,33.5,
,g,z,66,0,33.5,
,z,n,66,0,33.5,
,z,e,70,32,33.5,
,y,z,70,32,33.5,
,h,z,70,-20,33.5,
,n,z,70,-20,33.5,
,u,z,70,-20,33.5,
,l,z,56,-36,33.5,
,z,m,56,-36,33.5,
,g,z,60,36,33.5,
,z,p,60,36,33.5,
,h,z,68,-4,33.5,
,z,n,68,-4,33.5,
,z,u,68,-4,33.5,
,w,z,54,32,33.5,
,w,z,54,36,33.5,
,z,p,60,32,33.5,
,g,z,70,-24,33.5,
,h,z,70,-24,33.5,
,z,m,56,-32,33.5,
,m,z,56,-32,33.5,
,o,z,72,-40,33.5,
,g,z,66,4,33.5,
,z,n,66,4,33.5,
,z,u,66,4,33.5,
,g,z,62,36,33.5,
,h,z,62,36,33.5,
,u,z,62,36,33.5,
,z,b,66,-4,33.5,
,g,z,66,-4,33.5,
,z,b,64,4,33.5,
,z,p,64,4,33.5,
,g,z,62,20,33.5,
,w,z,52,40,33.5,
,z,e,70,20,33.5,
,e,z,70,20,33.5,
,w,z,56,24,33.5,
,z,g,64,40,33.5,
,z,k,64,40,33.5,
,z,m,56,-24,33.5,
,g,z,70,-32,33.5,
,a,z,68,8,33.5,
,z,g,68,8,33.5,
,h,z,68,8,33.5,
,n,z,68,8,33.5,
,z,o,68,8,33.5,
,o,z,68,8,33.5,
,u,z,68,8,33.5,
,z,c,72,24,33.5,
,y,z,68,40,33.5,
,b,z,66,36,33.5,
,o,z,66,36,33.5,
,z,y,66,36,33.5,
,z,w,44,-32,33.5,
,h,z,72,-24,33.5,
,z,u,72,-24,33.5,
,z,g,70,-4,33.5,
,z,k,70,-4,33.5,
,z,n,70,-4,33.5,
,z,o,70,-4,33.5,
,o,z,70,-4,33.5,
,z,u,70,-4,33.5,
,f,t,60,-40,33.5,
,g,z,70,-40,33.5,
,z,k,64,32,33.5,
,z,o,64,32,33.5,
,z,m,52,8,33.5,
,y,z,68,32,33.5,
,e,z,68,24,33.5,
,o,z,68,24,33.5,
,z,y,68,24,33.5,
,m,z,50,20,33.5,
,g,z,60,40,33.5,
,z,p,60,40,33.5,
,g,z,64,24,33.5,
,z,u,64,24,33.5,
,l,z,56,-40,33.5,
,z,b,66,-12,33.5,
,m,z,52,24,33.5,
,z,n,72,-32,33.5,
,n,z,72,-32,33.5,
,h,z,66,20,33.5,
,n,z,66,20,33.5,
,z,o,66,20,33.5,
,u,z,66,20,33.5,
,z,y,66,20,33.5,
,b,z,66,24,33.5,
,h,z,66,24,33.5,
,n,z,66,24,33.5,
,z,o,66,24,33.5,
,o,z,66,24,33.5,
,u,z,66,24,33.5,
,e,z,70,8,33.5,
,o,z,70,8,33.5,
,z,y,70,8,33.5,
,z,g,62,40,33.5,
,h,z,62,40,33.5,
,n,z,62,40,33.5,
,u,z,62,40,33.5,
,t,g,72,-36,33.5,
,g,z,64,20,33.5,
,m,z,50,24,33.5,
,w,z,54,40,33.5,
,a,z,68,20,33.5,
,z,g,68,20,33.5,
,o,z,68,20,33.5,
,z,y,68,20,33.5,
,z,e,68,36,33.5,
,e,z,68,36,33.5,
,y,z,68,36,33.5,
,z,w,56,8,33.5,
,w,z,56,8,33.5,
,z,d,72,-4,33.5,
,z,q,72,-4,33.5,
,z,y,72,-4,33.5,
,m,z,50,32,33.5,
,z,g,64,36,33.5,
,z,k,64,36,33.5,
,p,z,64,36,33.5,
,z,w,56,-4,33.5,
,e,z,72,8,33.5,
,z,n,72,-20,33.5,
,z,o,72,-20,33.5,
,n,z,66,32,33.5,
,o,z,66,32,33.5,
,u,z,66,32,33.5,
,z,y,66,32,33.5,
,a,z,68,12,33.5,
,z,g,68,12,33.5,
,h,z,68,12,33.5,
,n,z,68,12,33.5,
,o,z,68,12,33.5,
,z,u,68,12,33.5,
,z,y,68,12,33.5,
,z,d,72,-8,33.5,
,z,k,72,-8,33.5,
,o,z,72,-8,33.5,
,z,f,64,-40,33.5,
,z,m,52,0,33.5,
,z,b,64,12,33.5,
,z,p,64,12,33.5,
,z,w,56,-8,33.5,
,z,m,52,12,33.5,
,m,z,52,12,33.5,
,b,z,66,16,33.5,
,z,h,66,16,33.5,
,h,z,66,16,33.5,
,z,n,66,16,33.5,
,n,z,66,16,33.5,
,z,o,66,16,33.5,
